"","Time","season","consumption","id"
"1","00:00 - 00:15","winter",507.918070857143,"1"
"2","00:15 - 00:30","winter",493.55302619242,"2"
"3","00:30 - 00:45","winter",481.97708496793,"3"
"4","00:45 - 01:00","winter",471.629718437318,"4"
"5","01:00 - 01:15","winter",460.759256163265,"5"
"6","01:15 - 01:30","winter",453.623328233236,"6"
"7","01:30 - 01:45","winter",449.344942110787,"7"
"8","01:45 - 02:00","winter",445.148302810496,"8"
"9","02:00 - 02:15","winter",440.411028874636,"9"
"10","02:15 - 02:30","winter",436.719796804665,"10"
"11","02:30 - 02:45","winter",433.353555055394,"11"
"12","02:45 - 03:00","winter",429.551243801749,"12"
"13","03:00 - 03:15","winter",425.430796571429,"13"
"14","03:15 - 03:30","winter",422.82367948688,"14"
"15","03:30 - 03:45","winter",421.912409399417,"15"
"16","03:45 - 04:00","winter",423.067333830904,"16"
"17","04:00 - 04:15","winter",426.705722868805,"17"
"18","04:15 - 04:30","winter",430.917296979592,"18"
"19","04:30 - 04:45","winter",437.79704496793,"19"
"20","04:45 - 05:00","winter",448.164713072886,"20"
"21","05:00 - 05:15","winter",467.819335463557,"21"
"22","05:15 - 05:30","winter",490.379035405248,"22"
"23","05:30 - 05:45","winter",519.179745142857,"23"
"24","05:45 - 06:00","winter",552.757450215743,"24"
"25","06:00 - 06:15","winter",594.810131498542,"25"
"26","06:15 - 06:30","winter",638.237144559767,"26"
"27","06:30 - 06:45","winter",679.150862227405,"27"
"28","06:45 - 07:00","winter",714.367933597668,"28"
"29","07:00 - 07:15","winter",740.226975813411,"29"
"30","07:15 - 07:30","winter",764.443783976676,"30"
"31","07:30 - 07:45","winter",784.187160536443,"31"
"32","07:45 - 08:00","winter",800.656172897959,"32"
"33","08:00 - 08:15","winter",819.867275638484,"33"
"34","08:15 - 08:30","winter",831.271608,"34"
"35","08:30 - 08:45","winter",836.121991906705,"35"
"36","08:45 - 09:00","winter",839.373402052478,"36"
"37","09:00 - 09:15","winter",841.690875521866,"37"
"38","09:15 - 09:30","winter",862.51072555102,"38"
"39","09:30 - 09:45","winter",887.78429464723,"39"
"40","09:45 - 10:00","winter",906.305960069971,"40"
"41","10:00 - 10:15","winter",914.979501877551,"41"
"42","10:15 - 10:30","winter",918.207501760933,"42"
"43","10:30 - 10:45","winter",917.538895463557,"43"
"44","10:45 - 11:00","winter",914.083103976676,"44"
"45","11:00 - 11:15","winter",905.361365434402,"45"
"46","11:15 - 11:30","winter",897.515977446064,"46"
"47","11:30 - 11:45","winter",888.576322635568,"47"
"48","11:45 - 12:00","winter",879.820228524781,"48"
"49","12:00 - 12:15","winter",869.288716921283,"49"
"50","12:15 - 12:30","winter",857.35106619242,"50"
"51","12:30 - 12:45","winter",844.495174880466,"51"
"52","12:45 - 13:00","winter",821.596763685131,"52"
"53","13:00 - 13:15","winter",764.207987008746,"53"
"54","13:15 - 13:30","winter",733.571322052478,"54"
"55","13:30 - 13:45","winter",736.850843451895,"55"
"56","13:45 - 14:00","winter",752.602077620991,"56"
"57","14:00 - 14:15","winter",758.688305959184,"57"
"58","14:15 - 14:30","winter",763.02707587172,"58"
"59","14:30 - 14:45","winter",764.63715528863,"59"
"60","14:45 - 15:00","winter",763.72468438484,"60"
"61","15:00 - 15:15","winter",760.991486600583,"61"
"62","15:15 - 15:30","winter",756.546271556851,"62"
"63","15:30 - 15:45","winter",753.807074938775,"63"
"64","15:45 - 16:00","winter",751.516599137026,"64"
"65","16:00 - 16:15","winter",750.550615346939,"65"
"66","16:15 - 16:30","winter",749.195351556851,"66"
"67","16:30 - 16:45","winter",751.613163451895,"67"
"68","16:45 - 17:00","winter",756.766221644315,"68"
"69","17:00 - 17:15","winter",768.378259545189,"69"
"70","17:15 - 17:30","winter",778.828252198251,"70"
"71","17:30 - 17:45","winter",791.584210215743,"71"
"72","17:45 - 18:00","winter",810.787739078717,"72"
"73","18:00 - 18:15","winter",831.336757037901,"73"
"74","18:15 - 18:30","winter",850.845420361516,"74"
"75","18:30 - 18:45","winter",866.767134530612,"75"
"76","18:45 - 19:00","winter",874.936588408163,"76"
"77","19:00 - 19:15","winter",869.19038619242,"77"
"78","19:15 - 19:30","winter",864.293546075802,"78"
"79","19:30 - 19:45","winter",854.660896396501,"79"
"80","19:45 - 20:00","winter",840.789961002915,"80"
"81","20:00 - 20:15","winter",823.513569516035,"81"
"82","20:15 - 20:30","winter",806.089366483965,"82"
"83","20:30 - 20:45","winter",783.523931498542,"83"
"84","20:45 - 21:00","winter",757.600669107872,"84"
"85","21:00 - 21:15","winter",722.890437504373,"85"
"86","21:15 - 21:30","winter",709.12643587172,"86"
"87","21:30 - 21:45","winter",699.80948858309,"87"
"88","21:45 - 22:00","winter",688.974444734694,"88"
"89","22:00 - 22:15","winter",668.797709690962,"89"
"90","22:15 - 22:30","winter",652.521499311953,"90"
"91","22:30 - 22:45","winter",634.494564618076,"91"
"92","22:45 - 23:00","winter",614.631098029154,"92"
"93","23:00 - 23:15","winter",589.148203685131,"93"
"94","23:15 - 23:30","winter",567.26228496793,"94"
"95","23:30 - 23:45","winter",547.087980594752,"95"
"96","23:45 - 24:00","winter",528.352395172012,"96"
"97","00:00 - 00:15","summer",1010.51273022649,"1"
"98","00:15 - 00:30","summer",1000.39900129445,"2"
"99","00:30 - 00:45","summer",988.364796537172,"3"
"100","00:45 - 01:00","summer",976.677003236201,"4"
"101","01:00 - 01:15","summer",962.486077216783,"5"
"102","01:15 - 01:30","summer",950.888668964356,"6"
"103","01:30 - 01:45","summer",940.683992071152,"7"
"104","01:45 - 02:00","summer",930.936010517754,"8"
"105","02:00 - 02:15","summer",920.28071809057,"9"
"106","02:15 - 02:30","summer",910.375701197366,"10"
"107","02:30 - 02:45","summer",901.143871974065,"11"
"108","02:45 - 03:00","summer",890.497508867268,"12"
"109","03:00 - 03:15","summer",878.728490809016,"13"
"110","03:15 - 03:30","summer",868.430128964356,"14"
"111","03:30 - 03:45","summer",859.823084692511,"15"
"112","03:45 - 04:00","summer",848.858932556589,"16"
"113","04:00 - 04:15","summer",839.280413042026,"17"
"114","04:15 - 04:30","summer",830.757948381832,"18"
"115","04:30 - 04:45","summer",822.853874595424,"19"
"116","04:45 - 05:00","summer",814.728362944938,"20"
"117","05:00 - 05:15","summer",809.394625177948,"21"
"118","05:15 - 05:30","summer",801.015822459501,"22"
"119","05:30 - 05:45","summer",794.453717508045,"23"
"120","05:45 - 06:00","summer",789.187264692511,"24"
"121","06:00 - 06:15","summer",788.59918362455,"25"
"122","06:15 - 06:30","summer",788.261154304162,"26"
"123","06:30 - 06:45","summer",786.744204304162,"27"
"124","06:45 - 07:00","summer",783.733947993482,"28"
"125","07:00 - 07:15","summer",780.899342071152,"29"
"126","07:15 - 07:30","summer",780.38753954688,"30"
"127","07:30 - 07:45","summer",780.721286634259,"31"
"128","07:45 - 08:00","summer",782.141334304162,"32"
"129","08:00 - 08:15","summer",785.804141585715,"33"
"130","08:15 - 08:30","summer",788.623628673094,"34"
"131","08:30 - 08:45","summer",794.107444789599,"35"
"132","08:45 - 09:00","summer",801.852225177948,"36"
"133","09:00 - 09:15","summer",819.242575372123,"37"
"134","09:15 - 09:30","summer",855.302749741055,"38"
"135","09:30 - 09:45","summer",896.431442362414,"39"
"136","09:45 - 10:00","summer",928.558280323579,"40"
"137","10:00 - 10:15","summer",953.616272459502,"41"
"138","10:15 - 10:30","summer",973.45663139154,"42"
"139","10:30 - 10:45","summer",988.852595275036,"43"
"140","10:45 - 11:00","summer",999.148723915812,"44"
"141","11:00 - 11:15","summer",1006.898946343,"45"
"142","11:15 - 11:30","summer",1015.01348517795,"46"
"143","11:30 - 11:45","summer",1022.87632847892,"47"
"144","11:45 - 12:00","summer",1029.89895022649,"48"
"145","12:00 - 12:15","summer",1036.182586343,"49"
