"","Time","season","consumption","id"
"1","00:00 - 00:15","winter",17.8279673469388,"1"
"2","00:15 - 00:30","winter",17.4420239067055,"2"
"3","00:30 - 00:45","winter",17.1729531195335,"3"
"4","00:45 - 01:00","winter",16.9853653644315,"4"
"5","01:00 - 01:15","winter",16.85416303207,"5"
"6","01:15 - 01:30","winter",16.7323839067055,"6"
"7","01:30 - 01:45","winter",16.6491952186589,"7"
"8","01:45 - 02:00","winter",16.5847001749271,"8"
"9","02:00 - 02:15","winter",16.5627567346939,"9"
"10","02:15 - 02:30","winter",16.5339678134111,"10"
"11","02:30 - 02:45","winter",16.5122611078717,"11"
"12","02:45 - 03:00","winter",16.5281339941691,"12"
"13","03:00 - 03:15","winter",16.6135835568513,"13"
"14","03:15 - 03:30","winter",16.6528080466472,"14"
"15","03:30 - 03:45","winter",16.7451972011662,"15"
"16","03:45 - 04:00","winter",16.9621678134111,"16"
"17","04:00 - 04:15","winter",17.4640662390671,"17"
"18","04:15 - 04:30","winter",17.900663090379,"18"
"19","04:30 - 04:45","winter",18.6268469970845,"19"
"20","04:45 - 05:00","winter",19.7191304956268,"20"
"21","05:00 - 05:15","winter",21.7845226822157,"21"
"22","05:15 - 05:30","winter",23.7667774927114,"22"
"23","05:30 - 05:45","winter",26.1310900291545,"23"
"24","05:45 - 06:00","winter",28.4652499125364,"24"
"25","06:00 - 06:15","winter",30.7310937609329,"25"
"26","06:15 - 06:30","winter",32.4302064139942,"26"
"27","06:30 - 06:45","winter",33.7212248396501,"27"
"28","06:45 - 07:00","winter",34.7360174927114,"28"
"29","07:00 - 07:15","winter",35.6075991836735,"29"
"30","07:15 - 07:30","winter",35.9962668221574,"30"
"31","07:30 - 07:45","winter",36.177499941691,"31"
"32","07:45 - 08:00","winter",36.2909823906706,"32"
"33","08:00 - 08:15","winter",36.1872198250729,"33"
"34","08:15 - 08:30","winter",35.9313451895044,"34"
"35","08:30 - 08:45","winter",35.7002819825073,"35"
"36","08:45 - 09:00","winter",35.5725488046647,"36"
"37","09:00 - 09:15","winter",35.218346122449,"37"
"38","09:15 - 09:30","winter",34.7916142274052,"38"
"39","09:30 - 09:45","winter",34.3522756851312,"39"
"40","09:45 - 10:00","winter",33.9328256559767,"40"
"41","10:00 - 10:15","winter",33.3765401749271,"41"
"42","10:15 - 10:30","winter",32.8138927113703,"42"
"43","10:30 - 10:45","winter",32.1285843731778,"43"
"44","10:45 - 11:00","winter",31.3992703206997,"44"
"45","11:00 - 11:15","winter",30.6376693877551,"45"
"46","11:15 - 11:30","winter",30.1367778425656,"46"
"47","11:30 - 11:45","winter",29.6118285714286,"47"
"48","11:45 - 12:00","winter",29.1963475218659,"48"
"49","12:00 - 12:15","winter",28.8271486880466,"49"
"50","12:15 - 12:30","winter",28.425306122449,"50"
"51","12:30 - 12:45","winter",27.9843381924198,"51"
"52","12:45 - 13:00","winter",27.6388688046647,"52"
"53","13:00 - 13:15","winter",27.1353935860058,"53"
"54","13:15 - 13:30","winter",26.385749271137,"54"
"55","13:30 - 13:45","winter",25.4038483965015,"55"
"56","13:45 - 14:00","winter",24.6807463556851,"56"
"57","14:00 - 14:15","winter",24.0222973760933,"57"
"58","14:15 - 14:30","winter",23.4732944606414,"58"
"59","14:30 - 14:45","winter",22.9296093294461,"59"
"60","14:45 - 15:00","winter",22.396139941691,"60"
"61","15:00 - 15:15","winter",22.0302973760933,"61"
"62","15:15 - 15:30","winter",21.6528489795918,"62"
"63","15:30 - 15:45","winter",21.526106122449,"63"
"64","15:45 - 16:00","winter",21.5998029154519,"64"
"65","16:00 - 16:15","winter",21.8878728862974,"65"
"66","16:15 - 16:30","winter",22.1485760932945,"66"
"67","16:30 - 16:45","winter",22.8271440233236,"67"
"68","16:45 - 17:00","winter",23.7576209912536,"68"
"69","17:00 - 17:15","winter",24.9110437317784,"69"
"70","17:15 - 17:30","winter",26.0470927113703,"70"
"71","17:30 - 17:45","winter",27.284549271137,"71"
"72","17:45 - 18:00","winter",28.7186577259475,"72"
"73","18:00 - 18:15","winter",30.0055113702624,"73"
"74","18:15 - 18:30","winter",31.1151696793003,"74"
"75","18:30 - 18:45","winter",31.9924816326531,"75"
"76","18:45 - 19:00","winter",32.6285994169096,"76"
"77","19:00 - 19:15","winter",32.933566180758,"77"
"78","19:15 - 19:30","winter",33.126293877551,"78"
"79","19:30 - 19:45","winter",33.2739206997085,"79"
"80","19:45 - 20:00","winter",33.3528536443149,"80"
"81","20:00 - 20:15","winter",33.1303510204082,"81"
"82","20:15 - 20:30","winter",32.9241889212828,"82"
"83","20:30 - 20:45","winter",32.4638367346939,"83"
"84","20:45 - 21:00","winter",31.8741224489796,"84"
"85","21:00 - 21:15","winter",30.8275195335277,"85"
"86","21:15 - 21:30","winter",29.9413084548105,"86"
"87","21:30 - 21:45","winter",28.8920069970845,"87"
"88","21:45 - 22:00","winter",27.5873632653061,"88"
"89","22:00 - 22:15","winter",25.7795976676385,"89"
"90","22:15 - 22:30","winter",24.3795137026239,"90"
"91","22:30 - 22:45","winter",23.0671335276968,"91"
"92","22:45 - 23:00","winter",21.8205084548105,"92"
"93","23:00 - 23:15","winter",20.5821516034985,"93"
"94","23:15 - 23:30","winter",19.6680163265306,"94"
"95","23:30 - 23:45","winter",18.9243125364431,"95"
"96","23:45 - 24:00","winter",18.3580618075802,"96"
"97","00:00 - 00:15","summer",23.5989931067961,"1"
"98","00:15 - 00:30","summer",23.5004357281553,"2"
"99","00:30 - 00:45","summer",23.4003908737864,"3"
"100","00:45 - 01:00","summer",23.2672850485437,"4"
"101","01:00 - 01:15","summer",23.1178968932039,"5"
"102","01:15 - 01:30","summer",22.9515237864078,"6"
"103","01:30 - 01:45","summer",22.8300954368932,"7"
"104","01:45 - 02:00","summer",22.757507184466,"8"
"105","02:00 - 02:15","summer",22.6539445631068,"9"
"106","02:15 - 02:30","summer",22.5835277669903,"10"
"107","02:30 - 02:45","summer",22.5237826213592,"11"
"108","02:45 - 03:00","summer",22.4746175728155,"12"
"109","03:00 - 03:15","summer",22.385784368932,"13"
"110","03:15 - 03:30","summer",22.2651866019417,"14"
"111","03:30 - 03:45","summer",22.1954503883495,"15"
"112","03:45 - 04:00","summer",22.1468533009709,"16"
"113","04:00 - 04:15","summer",22.098827184466,"17"
"114","04:15 - 04:30","summer",22.0679882524272,"18"
"115","04:30 - 04:45","summer",22.1768402912621,"19"
"116","04:45 - 05:00","summer",22.3867346601942,"20"
"117","05:00 - 05:15","summer",22.8055311650485,"21"
"118","05:15 - 05:30","summer",22.9999091262136,"22"
"119","05:30 - 05:45","summer",23.309477961165,"23"
"120","05:45 - 06:00","summer",23.7515705825243,"24"
"121","06:00 - 06:15","summer",24.1619438834951,"25"
