"subdiv_name","Subdistrict_MapID","X","MU","comp_outage_duration","part_outage_duration","comp_outage_freq","part_outage_freq","ENS_complete","ENS_partial","RNS_complete","RNS_partial","District","subdiv_name2","num_of_households","population_persons","population_males","population_females","growth_rate_2001_2011","sex_ratio_2001","sex_ratio_2011","child_pop_age0to6","child_pop_age0to6_males","child_pop_age0to6_females","percent_child_to_totalpop","child_sex_ratio_2001","child_sex_ratio_2011","scheduled_castes_pop_2011","scheduled_castes_pop_2011_males","scheduled_castes_pop_2011_females","percent_scheduled_caste_to_totalpop","literates","literates_males","literates_females","literacy_rate","literacy_rate_males","literacy_rate_females","total_workers","total_workers_males","total_workers_females","main_workers_person","main_workers_males","main_workers_females","percent_mainworkers_to_totalpop","marginal_workers","marginal_workers_males","marginal_workers_females","percent_marginal_workers_to_totalpop","cultivator_persons","cultivator_males","cultivator_females","agricultural_labourers","agricultural_males","agricultural_females","household_industry_workers","household_industry_workers_males","household_industry_workers_females","other_workers","other_workers_males","other_females_females","nonworkers","nonworkers_males","nonworkers_females","percent_nonworkers_to_total_pop","total_var2","good_HH","livable_HH","dilapidated_HH","percent_HH_residence","good_residence","livable_residence","dilapidated_residence","percent_HH_other","good_other","livable_other","dilapidated_other","roof_grass_thatch_etc","roof_plastic_polythene","roof_handmade_tiles","roof_machinemade_tiles","roof_burnt_brick","roof_stone_slate","roof_GI_metal_asbestos","roof_concrete","roof_other","wall_grass_thatch_bamboo","wall_plastic_polythene","wall_mud_unburnt_brick","wall_wood","wall_stone_no_mortar","wall_stone_with_mortar","wall_GI_metal_asbestos","wall_burnt_brick","wall_concrete","wall_other","floor_mud","floor_wood_bamboo","floor_burnt_brick","floor_stone","floor_cement","floor_mosaic_tiles","floor_other","room_no_exclusive","room_one","room_two","room_three","room_four","room_five","room_six","HH_size_1","HH_size_2","HH_size_3","HH_size_4","HH_size_5","HH_size_6.8","HH_size_9.","status_owned","status_rented","status_others","married_couple_none","married_couple_1","married_couple_2","married_couple_3","married_couple_4","married_couple_5.","drinking_water_treated","drinking_water_untreated","drinking_water_covered_well","drinking_water_uncovered_well","drinking_water_handpump","drinking_water_tubewell_borehold","drinking_water_spring","drinking_water_river_canal","drinking_water_tank_pond_lake","drinking_water_other","location_drinking_water_within_premises","location_drinking_water_near_premises","location_drinking_water_away","lighting_source_electricity","lighting_source_kerosene","lighting_source_solar","lighting_source_other_oil","lighting_source_other","lighting_none","HH_with_latrine_within_premises","flush_latrine_piped_sewer","flush_latrine_septic","flush_latrine_other","pit_latrine_with_slab","pit_latrine_no_slab","night_soil_into_open_drain","night_soil_removed_by_human","night_soil_removed_by_animal","HH_no_latrine_within_premises","public_latrine","open_latrine","bathroom_yes","bathroom_no_roof","bathroom_none","waste_water_closed_drainage","waste_water_open_drainage","waste_water_no_drainage","cooking_fuel_firewood","cooking_fuel_crop_residue","cooking_fuel_cowdung","cooking_fuel_coal_lignite_charcoal","cooking_fuel_kerosene","cooking_fuel_LPG_PNG","cooking_fuel_electricity","cooking_fuel_biogas","cooking_fuel_other","cooking_fuel_none","total_var3","kitchen_cooking_inside_house","kitchen_inside_has","kitchen_inside_does_not_have","kitchen_cooking_outside_house","kitchen_outside_has","kitchen_outside_does_not_have","kitchen_no_cooking","HH_avail_banking_services","assets_radio_transistor","assets_television","assets_computer_laptop_with_internet","assets_computer_laptop_without_internet","assets_telephone_landline_only","assets_telephone_mobile_only","assets_telephone_both_landline_mobile","assets_bicycle","assets_scooter_motorcycle_moped","assets_car_jeep_van","assets_HH_with_TV_computer.laptop_phone_mobile_scooter.car","assets_none","structure_permanent","structure_semi_permanent","structure_total_temporary","structure_serviceable","structure_non_serviceable","structure_unclassifiable","percap_kwh_usage","perHH_kwh_usage","log_percap_kwh_usage","rooms_3plus","log_perHH_kwh_usage","log_comp_outage_duration","log_part_outage_duration","log_comp_outage_freq","log_part_outage_freq","log_ENS_complete","log_ENS_partial","log_RNS_complete","log_RNS_partial","subdivID","id","name","percap_kwh_usage2","X.Intercept.","subdistrictsCivil.Lines","subdistrictsConnaught.Place","subdistrictsDaryaganj","subdistrictsDefence.Colony","subdistrictsDelhi.Cantonment","subdistrictsGandhi.Nagar","subdistrictsHauz.Khas","subdistrictsKalkaji","subdistrictsKarol.Bagh","subdistrictsKotwali","subdistrictsModel.Town","subdistrictsNajafgarh","subdistrictsNarela","subdistrictsPaharganj","subdistrictsParliament.Street","subdistrictsPatel.Nagar","subdistrictsPreet.Vihar","subdistrictsPunjabi.Bagh","subdistrictsRajouri.Garden","subdistrictsSadar.Bazaar","subdistrictsSaraswati.Vihar","subdistrictsSeelampur","subdistrictsSeemapuri","subdistrictsShahdara","subdistrictsVasant.Vihar","subdistrictsVivek.Vihar","subdistrictsCivilLines","subdistrictsConnaughtPlace","subdistrictsDaryaganj.1","subdistrictsDefenceColony","subdistrictsDelhiCantonment","subdistrictsGandhiNagar","subdistrictsHauzKhas","subdistrictsKalkaji.1","subdistrictsKarolBagh","subdistrictsKotwali.1","subdistrictsModelTown","subdistrictsNajafgarh.1","subdistrictsNarela.1","subdistrictsPaharganj.1","subdistrictsParliamentStreet","subdistrictsPatelNagar","subdistrictsPreetVihar","subdistrictsPunjabiBagh","subdistrictsRajouriGarden","subdistrictsSadarBazaar","subdistrictsSaraswatiVihar","subdistrictsSeelampur.1","subdistrictsSeemapuri.1","subdistrictsShahdara.1","subdistrictsVasantVihar","subdistrictsVivekVihar","NA.","part_outage_freq2"
"Kotwali","p8",11,67.67908822,0.07723102281,0.4662465451,0.001144163301,0.006674285922,8.3e-05,0.0003518683538,1.56e-07,6.61e-07,"North","Kotwali",15352,69174,37643,31531,-43.34736532,772.2654436,837.6324948,6800,3619,3181,9.830283054,912.5810911,878.9720917,8380,4465,3915,12.11437823,54930,30313,24617,88.06554013,89.09299318,86.8324515,25567,22809,2758,24258,21866,2392,35.06808917,1309,943,366,1.892329488,51,34,17,74,60,14,1787,1559,228,23655,21156,2499,43607,14834,28773,63.03958135,100,52.3,43.5,4.2,95.6,50.3,41.4,4,4.4,2,2.2,0.2,0.7,0.9,0.3,0.6,6.8,54.9,2.2,33.5,0.2,0.3,0.5,0.7,0.3,0.7,9.2,0.2,82.1,5.9,0.1,0.5,0.1,1.5,14.2,68.1,15.6,0.1,1.7,37.2,32.1,14.8,7.5,3,3.8,4.1,7.7,12.5,22.1,20.1,25.6,7.9,57.8,37.6,4.6,14.8,65,15.2,4,0.7,0.3,92.5,2.7,0,0,2.4,2.3,0,0,0,0,93.7,4.9,1.5,99.2,0.4,0,0,0,0.4,92.9,91.4,1.4,0,0,0,0,0,0,7.1,6.6,0.5,91.6,2,6.4,94,4.8,1.1,1.1,0.1,0,0.1,4,94.2,0,0.1,0,0.4,100,98.6,89.2,9.4,1,0.2,0.8,0.4,80.8,41.5,91,18.7,10.4,7,64.3,23,15.4,33,15.7,19.3,2.1,97.2,1.7,0.8,0.2,0.7,0.3,978.389109,4408.486726,6.885907453,29,8.391286764,-2.560954053,-0.763040718,-6.773081651,-5.009493058,-9.3969056,-7.952253447,-15.67039647,-14.22989644,8,"p8","Kotwali",978,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Model Town","p2",12,275.1031935,73.54908513,679.3410179,1.115287527,8.345804141,0.13570291,0.7857781361,0.0001429573014,0.000867446337,"North West","Model Town",121110,595810,319197,276613,6.943492136,810.8790691,866.5902248,69702,37368,32334,11.69869589,880.4448136,865.285806,107349,57436,49913,18.01732096,441557,249068,192489,83.92896516,88.37557526,78.79883248,201062,172343,28719,194028,167471,26557,32.56541515,7034,4872,2162,1.180577701,306,222,84,741,583,158,5627,4804,823,194388,166734,27654,394748,146854,247894,66.25400715,100,58.7,38.5,2.8,96.9,57,37.2,2.7,3.1,1.7,1.3,0.1,2,0.9,0.2,0.5,4.2,24.2,3.9,64,0.1,0.3,0.2,2.2,0.1,1.1,4.1,0.2,87,4.9,0.1,1.2,0.1,3.2,19.6,64.7,10.9,0.3,1.7,37.9,27.5,18.1,9,2.2,3.6,4,7.5,12.3,22.7,20.2,27,6.3,72.1,23.9,4.1,13.4,67.7,14.7,3.5,0.6,0.1,88.2,3.9,0,0,3.6,0.6,0,0,1.3,2.5,75.7,21.8,2.5,98.9,0.9,0,0,0,0.1,76.8,68,6.3,1,1,0.1,0.4,0,0,23.2,19,4.2,76.6,4.9,18.5,64.2,33.2,2.6,4.4,0.2,0.7,0.1,12.3,81.9,0,0,0,0.3,100,97.9,69.4,28.5,1.8,0.3,1.4,0.3,73.4,30.4,86.3,16.8,9.6,4.9,62.2,18,23.1,32.7,21.7,21.5,4.3,95.3,3.4,1.2,0.7,0.5,0.2,461.7297352,2271.515098,6.134979731,32.9,7.728202332,4.297953008,6.521123237,0.1091122438,2.121758914,-1.997287268,-0.241080796,-8.852964564,-7.049956907,2,"p2","Model Town",462,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Najafgarh","p25",13,2775.11395,2092.615109,4014.221133,4.82864756,45.52748741,2.71078355,6.09029665,0.003624504278,0.00556163158,"South West","Najafgarh",278874,1365152,729396,635756,49.76982995,810.1731133,871.619806,166805,91067,75738,12.21878589,841.1117075,831.6733833,171602,90605,80997,12.57017534,1059714,598601,461113,88.43131414,93.77625018,82.33896053,432255,370426,61829,409644,354667,54977,30.00720799,22611,15759,6852,1.656299079,8359,7079,1280,5068,4022,1046,11442,9053,2389,407386,350272,57114,932897,358970,573927,68.33649293,100,73.9,24.3,1.8,95.7,71,22.9,1.7,4.3,2.9,1.4,0.1,0.3,0.2,0.2,0.5,3.1,21.3,4.2,70,0.2,0,0.1,1.4,0,1.1,3.3,0.1,86.1,7.8,0.1,1.8,0,2.6,15.9,60.3,18.5,0.9,1,24,29,22.8,14.8,4.4,3.9,2.9,6.6,13.1,26.6,21,24.1,5.7,68.9,28.9,2.2,9.5,70.1,15.5,4.1,0.7,0.1,64.7,6.1,0.1,0,2.3,17.4,0,0,2.1,7.4,81.2,12.2,6.6,99.4,0.3,0.1,0,0.1,0.1,96.8,60.4,32.6,0.3,3.2,0.1,0.2,0,0,3.2,1.2,2,95.5,2.2,2.3,64.5,29.5,5.9,3.3,0.5,1,0,0.9,93.9,0,0,0.1,0.2,100,98.9,88.2,10.7,0.9,0.2,0.7,0.2,85.3,33.3,91,17.4,14.9,5,74,15.5,39.6,45.6,20,24.8,1.4,98,1.6,0.2,0.1,0.1,0.2,2032.824147,9951.139046,7.617181311,46,9.205442301,7.646169811,8.297598618,1.57456642,3.818316262,0.9972377261,1.806696791,-5.620037751,-5.191863764,25,"p25","Najafgarh",2033,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"Narela","p0",14,2186.177705,4451.976877,19835.79456,8.845033642,113.1611738,2.52270858,14.56423464,0.006785705421,0.02623979706,"North West","Narela",160132,809913,439576,370337,61.49456343,788.3579205,842.486851,109475,59122,50353,13.51688391,828.0794522,851.6795778,155299,83528,71771,19.17477556,569830,333642,236188,81.35338174,87.69575297,73.81244062,255167,220922,34245,240311,209991,30320,29.6712116,14856,10931,3925,1.834271088,7205,5987,1218,8494,6515,1979,6440,5256,1184,233028,203164,29864,554746,218654,336092,68.49451731,100,53.3,41.5,5.2,95.4,50.9,39.3,5.1,4.6,2.4,2.1,0.1,4.1,1,0.9,0.8,7.6,33.8,9.3,42.3,0.2,1.9,0.5,3.2,0.1,1.7,3.4,0.3,84.6,4.1,0.1,6.7,0.2,6.4,13.6,66.1,6.7,0.3,2,38.3,27.4,16.6,8.7,3.5,3.5,4,6.6,11.2,22.6,21.6,27.8,6.2,71.3,25,3.7,12,70,13.8,3.4,0.6,0.1,58.1,10,0.1,0.1,10.1,11.6,0,0.1,3.8,6,63.9,26.6,9.5,97.8,1.6,0.1,0.1,0.2,0.2,74.9,25.2,44.2,0.9,2.8,0.3,1.4,0,0,25.1,15.2,9.8,72.1,8,19.9,25.2,68,6.8,9.1,0.8,1.5,0.2,8.8,79.2,0,0.1,0.2,0.2,100,96.6,61.7,35,3.1,0.6,2.6,0.2,67.4,23.9,80.4,7.1,9.3,3.6,70.3,8.2,36.3,32.4,12.2,11.9,6.4,92.4,3.8,3.5,1.2,2.3,0.3,2699.274743,13652.34747,7.900738402,32.3,9.521666762,8.401103518,9.895243391,2.179856131,4.728813119,0.9253331578,2.678568841,-4.992937023,-3.640478049,0,"p0","Narela",2699,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113
"Paharganj","p13",15,74.38580591,25.09569007,174.4659639,0.2509569007,2.013773998,0.03000189747,0.1448023729,5.01e-05,0.0002364869613,"Central","Pahar Ganj",36018,174613,92984,81629,-11.72690966,808.0195966,877.8822163,19196,10192,9004,10.9934541,874.1307915,883.4379906,53615,27807,25808,30.70504487,130916,72787,58129,84.23531531,87.91549908,80.03993115,62406,53147,9259,58097,50204,7893,33.27186407,4309,2943,1366,2.467742952,105,69,36,165,132,33,3180,2730,450,58956,50216,8740,112207,39837,72370,64.26039298,100,51.3,45.6,3.1,95.3,49.6,42.9,2.8,4.7,1.8,2.7,0.2,0.5,1.2,0.8,1,8.3,47,2.8,38.4,0.1,0,0.3,1.4,0.3,1.9,5.5,0.3,85.5,4.8,0.1,0.9,0.3,2.8,9.5,74.5,11.6,0.3,2.2,37.7,30.9,16.1,8.1,2.2,2.7,4.2,7.8,12.8,23.2,20,25.6,6.5,68.9,26.3,4.9,15.8,66.5,13.6,3.4,0.6,0.1,93.7,3.8,0.2,0,1.5,0.6,0,0,0,0.2,90.2,9,0.8,98.9,0.9,0,0,0,0,87.7,86.5,0.6,0.2,0.3,0,0,0,0.1,12.3,11.6,0.7,84.6,4.1,11.4,92.5,6.8,0.6,2.6,0.2,0.3,0.1,6.9,89.1,0.1,0.1,0,0.6,100,98.1,78.6,19.4,1.3,0.5,0.9,0.6,77.7,32.8,89.3,15.7,10.4,5.2,67.2,16.5,16.2,32.5,17.6,19.2,2.9,97.2,1.5,1,0.8,0.3,0.2,426.0038251,2065.239767,6.054448325,29.2,7.633001608,3.222696121,5.161729673,-1.382474065,0.7000105725,-3.50649465,-1.932385412,-9.901065359,-8.349617483,13,"p13","Paharganj",426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"Parliament Street","p17",16,181.2791571,0,39.72226754,0,0.9346415891,0,0.05892136351,0,5.06e-05,"New Delhi","Parliament Street",11320,52394,28729,23665,-11.39484543,815.9818193,823.7321174,4394,2345,2049,8.386456464,871.3105077,873.7739872,12616,6676,5940,24.07909303,43032,24678,18354,89.65,93.53395998,84.90932642,20997,16807,4190,20185,16223,3962,38.52540367,812,584,228,1.549795778,40,27,13,96,73,23,267,220,47,20594,16487,4107,31397,11922,19475,59.92480055,100,77.4,18.5,4.1,98.6,76.7,17.8,4,1.4,0.6,0.7,0.1,0.8,1.1,0,0,3.4,2.6,8.8,83.2,0,0,0.3,2.8,0.1,0.6,0.3,0.1,90.7,4.6,0.3,1.6,0,0.8,1.7,78.3,17.2,0.3,1.2,19.8,54.1,19.1,4.2,0.7,0.9,4.6,6.6,13.5,27.7,20.2,23,4.3,8.3,77.5,14.2,12.9,72.3,12.2,2.2,0.3,0,95.7,1.4,0.1,0,1.7,0.8,0,0,0,0.1,88.9,9.3,1.8,99.4,0.5,0,0,0,0.1,88.9,87.5,1.1,0.3,0,0,0,0,0,11.1,11,0.1,90.1,2.6,7.2,93,5.8,1.2,2.2,0.2,0,0.1,4.4,92.8,0,0,0,0.2,100,99.2,89.1,10.1,0.5,0.3,0.2,0.2,93,36,92.8,24.1,21,6.6,66.7,22.2,34.8,43.3,22.5,30.3,1.3,96.1,2.2,1.4,1.1,0.3,0.3,3459.922074,16014.05982,8.149001346,24.9,9.681222354,-Inf,3.681911926,-Inf,-0.06759215038,-Inf,-2.831551546,-Inf,-9.891489097,17,"p17","Parliament Street",3460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Patel Nagar","p4",17,983.1544499,207.1475344,862.037808,1.334770036,11.89669734,0.2531540555,0.9705417175,0.0003673428512,0.001102760892,"West","Patel Nagar",267062,1262158,670390,591768,18.53775406,835.9421339,882.7219976,141905,75675,66230,11.24304564,867.8842873,875.1899571,157422,83498,73924,12.47244798,985305,546466,438839,87.95379258,91.88703833,83.50281045,430177,360932,69245,410551,347024,63527,32.52770255,19626,13908,5718,1.554955877,747,539,208,1415,1165,250,14117,11856,2261,413898,347372,66526,831981,309458,522523,65.91734157,100,68.8,28.9,2.2,95.9,66.4,27.4,2.2,4.1,2.5,1.5,0.1,0.6,0.5,0.3,0.7,3.3,18.6,5.9,69.8,0.2,0.1,0.1,2.5,0.1,1.1,3.4,0.1,86.3,6.3,0.1,1.4,0,2.1,17.3,58.9,19.7,0.5,1,26.5,30.4,24.4,11.2,2.9,3.5,3.5,8.1,13.8,25.8,20.5,23.3,5,74.4,23.8,1.8,12.3,69,14.7,3.4,0.6,0.1,80,5.5,0,0,3.5,7.9,0,0,0.6,2.5,81.6,12.9,5.4,99.4,0.4,0.1,0,0,0,91.9,67.2,20.4,0.6,3.2,0.1,0.4,0,0,8.1,6.7,1.4,89.6,2.5,7.9,72.1,23.9,4,2.8,0.1,0.3,0.2,3.8,92.4,0,0.1,0.1,0.2,100,98.6,83.7,14.9,1.2,0.2,1,0.2,80.9,33.7,90.4,19.4,12.7,5.5,67.3,19.5,28.8,42.9,23,25.7,2.7,96.4,2.7,0.6,0.4,0.2,0.3,778.9472078,3681.371554,6.657943274,42.1,8.211040667,5.333431266,6.75929913,0.2887590197,2.476260827,-1.37375706,-0.02990089176,-7.909214947,-6.809938342,4,"p4","Patel Nagar",779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
"Preet Vihar","p20",18,2147.702875,1121.760882,3862.58852,14.73446661,56.81006606,1.464499981,5.073312461,0.002060358735,0.005733317574,"East","Preet Vihar",228414,1066098,568086,498012,20.5190207,834.0558932,876.6489581,125276,66794,58482,11.75088969,878.5022409,875.5576848,195540,102967,92573,18.34165339,835392,467168,368224,88.79384198,93.19278983,83.77676154,363268,301413,61855,345447,288795,56652,32.40293106,17821,12618,5203,1.671609927,762,540,222,2071,1487,584,10636,8929,1707,349799,290457,59342,702830,266673,436157,65.92545901,100,75.6,22.6,1.8,96.8,73.5,21.6,1.7,3.2,2.1,1,0.1,1.1,0.5,0.1,0.4,3.5,10.9,2.2,81.2,0.1,0.6,0.1,1.1,0,0.7,3.1,0.3,86.9,7.2,0.1,1.4,0,1.3,13.1,58.1,25.6,0.4,0.8,32.8,28.5,20.8,11.2,2.8,3,4.2,9.1,15,25.3,18.8,22.7,5,64.6,32.6,2.8,12.9,70.4,13.1,3,0.5,0.1,91,2.3,0,0,1,4.6,0,0,0.4,0.6,91.4,7.5,1.1,99.6,0.3,0,0,0,0,93.8,73.3,18.8,0.6,0.4,0.1,0.6,0,0,6.2,4.8,1.4,92.1,2.1,5.8,63.2,35.7,1.2,2.1,0.1,0.5,0,3.8,92.9,0,0.1,0,0.3,100,98.9,82.4,16.5,0.8,0.1,0.6,0.3,86,44,89.9,24.3,13,6.3,64.5,22.2,28.6,41,24.4,29.1,2,97.4,1.4,1,0.3,0.6,0.2,2014.54545,9402.676172,7.608148866,37.9,9.148749627,7.022654946,8.259092839,2.690189417,4.039713529,0.3815138743,1.62399395,-6.184875168,-5.161460933,20,"p20","Preet Vihar",2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57
"Punjabi Bagh","p3",19,861.5911195,164.3655449,725.357781,1.609620676,12.77134705,0.208757673,0.939375213,0.0003119639474,0.0009263504309,"West","Punjabi Bagh",162007,799453,426618,372835,34.5490868,830.9426008,873.9317141,98558,52796,45762,12.32817939,842.7801563,866.7702099,163698,86233,77465,20.47625064,596550,337041,259509,85.11260603,90.16082521,79.34283784,264170,225680,38490,254652,219232,35420,31.85327968,9518,6448,3070,1.190564048,1930,1614,316,2549,2060,489,8723,7230,1493,250968,214776,36192,535283,200938,334345,66.95615627,100,65.3,31.1,3.6,95.8,63,29.5,3.3,4.2,2.3,1.6,0.3,1.2,1.3,0.3,0.4,3.3,27.7,6.4,59.2,0.1,0.4,0.9,2.4,0,0.9,4.4,0.2,84.2,6.6,0.1,3.3,0.1,2.4,16,63,14.9,0.4,1.6,30.4,28,21.1,11.7,3.3,3.8,3,7,12.4,24.4,21.6,25.7,5.8,71.8,25.7,2.5,11.2,69.2,15,3.8,0.6,0.1,80.2,4.1,0,0,6.6,5.6,0,0,0.3,3.2,76,19.2,4.9,99.1,0.7,0,0,0.1,0.1,89.9,60.3,26.9,0.3,2,0.1,0.1,0,0,10.1,6.4,3.7,87.6,3.3,9.1,60.9,33.8,5.2,4.1,0.3,0.5,0.4,4.3,90,0.1,0,0,0.2,100,97.6,77.8,19.8,2.2,0.3,1.9,0.2,73.3,30.8,88,17.5,9.5,3.7,66.2,20,32.9,37.2,22.9,22.7,3.3,95.5,2.6,1.8,0.6,1.2,0.2,1077.725794,5318.2339,6.982608354,40,8.578896554,5.10209288,6.586665024,0.4759985465,2.54720415,-1.566581159,-0.06254029174,-8.07262293,-6.98425796,3,"p3","Punjabi Bagh",1078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13
"Rajouri Garden","p5",20,128.1944221,17.72461435,131.1971859,0.5889770225,3.165790195,0.01762714621,0.09038838742,2.78e-05,0.000140112885,"West","Rajouri Garden",104152,481632,259232,222400,2.482961425,817.2864617,857.9187755,47958,25617,22341,9.957394857,862.1368471,872.1161729,55352,30367,24985,11.49259185,379324,210426,168898,87.46754475,90.07383944,84.42409489,179973,145986,33987,174418,142006,32412,36.21395588,5555,3980,1575,1.153370208,275,213,62,394,301,93,6182,5503,679,173122,139969,33153,301659,113246,188413,62.63267391,100,71.5,25.3,3.2,96.3,69.3,24,3,3.7,2.2,1.3,0.2,1.3,1.3,0.2,0.7,4.1,8.8,4.6,79,0,0.3,0.3,3,0.4,1,3.8,0.1,85.8,5.2,0.1,1.5,0,1,25,49.1,22.7,0.7,1.5,25.8,24.5,28.4,12.4,3,4.4,4.4,9.2,14.9,26.2,19.3,21.3,4.6,71.8,18.9,9.3,14.4,66.3,15.4,3.3,0.5,0.1,91.6,3.2,0,0,1.6,2.6,0,0,0.8,0.1,85.5,12.2,2.3,99.5,0.4,0,0,0,0.1,84.9,83.9,0.4,0.2,0.1,0,0.1,0,0.1,15.1,12.9,2.2,84.9,1.7,13.4,87.8,9.9,2.4,2.3,0.1,0,0.1,8.8,88.3,0,0,0,0.3,100,98.4,79.6,18.9,1.3,0.1,1.2,0.3,81.2,35.6,89.1,30.4,12.6,5.9,52.7,31.4,22.4,46,37.2,37.6,3.7,95.5,2.3,2.1,1.6,0.5,0.1,266.1667458,1230.839754,5.584122976,48.2,7.115451943,2.874954315,4.876701428,-0.5293681071,1.152402691,-4.038315167,-2.403639478,-10.49071607,-8.873062139,5,"p5","Rajouri Garden",266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"Sadar Bazaar","p7",21,80.50523814,22.16397321,150.7150178,0.2216397321,1.699237946,0.02649702997,0.1228881495,4.43e-05,0.0002045675899,"North","Sadar Bazar",25576,130188,69837,60351,-2.075263075,840.2751824,864.1694231,15109,7953,7156,11.60552432,932.387975,899.7862442,27892,14546,13346,21.42440163,94172,52174,41998,81.8324803,84.30935298,78.95102923,44953,40574,4379,42796,38914,3882,32.87246136,2157,1660,497,1.656834731,78,60,18,339,243,96,2456,2199,257,42080,38072,4008,85235,29263,55972,65.47070391,100,50.3,44.3,5.4,94.3,47.9,41.4,5,5.7,2.4,2.9,0.4,1.7,1.6,0.2,0.4,7.4,55.1,3.7,29.6,0.3,1.1,0.8,1.6,0.7,2.2,7.1,0.5,80.7,4.9,0.3,2.3,0,2.6,9.3,76.4,8.3,1.1,1.4,45.1,32.9,11.8,5,1.7,2.2,4,7.3,11.1,20.1,19.5,28.6,9.3,74.5,21.1,4.4,16.1,67.2,12.2,3.4,0.9,0.3,93.7,1.7,0.2,0,2.6,1.4,0,0,0.3,0.1,88.6,10.3,1.1,98.9,1,0,0,0,0,87,85.9,0.9,0.1,0,0,0,0,0,13,10.1,2.9,83.3,3.5,13.2,90.1,7.3,2.7,1.8,0.3,0.8,0,7,88.8,0,0,0,1.1,100,97.4,78.4,19,1.5,0.5,1.1,1.1,64.8,24.5,86.2,7.7,9.4,4.5,74.2,9.6,11.6,31.3,9.1,10.6,4.2,94.5,2.1,2.7,0.9,1.8,0.6,618.3767946,3147.686821,6.427097972,20.6,8.05442312,3.098468142,5.015390754,-1.506702044,0.5301798836,-3.630722629,-2.096480691,-10.02529334,-8.494612124,7,"p7","Sadar Bazaar",618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
